Rank,Name,Tagline,Votes,Comments,URL,Website,Topics,Description,Created At
1,Glaze by Raycast,Create your own Mac apps by chatting with AI,0,10,https://www.producthunt.com/products/glaze-4?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/5O23FOO5ATZ5QC?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Mac, Productivity, Artificial Intelligence","Glaze is the easiest way to go from an idea to a Mac app. Describe what you want, and it builds a real app that lives in your dock, launches instantly, works offline, and taps into the full power of your computer. Software that's finally personal, shaped around you. From the makers of Raycast.",2026-07-03T07:01:00.000Z
2,Goals from Loops,Measure whether a campaign drove the desired outcome,0,1,https://www.producthunt.com/products/loops?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/NBOCNNZCFWXZ6L?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Email, Email Marketing, Marketing","Goals from Loops lets SaaS teams measure whether a campaign actually drove the outcome they care about. Pick a conversion target, choose who should be measured, set an attribution window, and see conversions, enrollments, and impressions right inside Loops.",2026-07-03T07:01:00.000Z
3,Tamamon,A desktop pet that grows as you code with Claude Code,0,6,https://www.producthunt.com/products/tamamon-a-tiny-desktop-pet-that-grows?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/H465OWNR3Z225E?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Mac, Productivity, Developer Tools","Tamamon is a macOS desktop pet that lives on top of your screen and grows the more you build with Claude Code. What it does: - 20 species to collect through a weekly gacha, each with its own evolved forms and quirks - Feed it, play (ball, bubbles), and decorate its habitat - Reacts to real time and weather — when it rains or night falls, your pet heads home to rest - Nothing leaves your Mac. No account, no sign-in, no tracking, nothing uploaded.",2026-07-03T07:01:00.000Z
4,Osloq,An AI agent that reproduces GitHub issues for you,0,5,https://www.producthunt.com/products/osloq?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/AQBTECY2JSGAXZ?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Developer Tools, Artificial Intelligence, GitHub","Most AI dev tools just read your code and guess. Osloq actually runs it. Connect your GitHub, pick an issue, and an AI agent spins up a real sandbox, clones your repo, runs it, and tries to reproduce the bug the way a developer would. You get a report backed by real evidence. What happened, the steps it took, and whether the bug is real, not a hallucinated guess. No local setup, no ""works on my machine."" It handles the tedious reproduction step so you jump straight to fixing.",2026-07-03T07:01:00.000Z
5,Vox,Talk to GitHub Copilot out loud,0,2,https://www.producthunt.com/products/vox-5?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/UTKQTP2P3IW4SI?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Open Source, Developer Tools, Artificial Intelligence, GitHub","Vox is a GitHub Copilot CLI extension: run /vox and a reactive listening orb opens in its own window. Speak your turn, hear the agent reply. Voice in, voice out — on Windows, macOS, and Linux.",2026-07-03T07:01:00.000Z
6,Archify ,understand software,0,2,https://www.producthunt.com/products/archify?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/AHD5Q4A67VZICO?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Chrome Extensions, Developer Tools, GitHub","See components, APIs, libraries, understand application behavior directly inside your browser.",2026-07-03T07:01:00.000Z
7,nxt,Talk to your to do list and get what's next,0,3,https://www.producthunt.com/products/nxt-talk-to-your-to-do-list?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/GMW4GGOTHFJ4PL?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Productivity, Task Management, Artificial Intelligence","nxt is the AI task manager you talk to like a human assistant. Brain-dump your thoughts in plain language - nxt reads between the lines, extracts tasks, infers priorities, and files everything automatically. It understands what you mean, not just what you say. nxt learns your personal context, so your tasks flex around your life. When you're ready to act, nxt cuts through the noise and gives you one clear task, one reason why. No scrolling, no paralysis, no overwhelming list to wade through.",2026-07-03T07:01:00.000Z
8,Notta Desktop - Privacy Mode,Offline AI meeting notes with unlimited transcription,0,3,https://www.producthunt.com/products/notta-desktop-private-transcription?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/KS2Z6JC4VRW6HG?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Notes, Meetings, Security","Record and transcribe private meetings locally with Notta Desktop. Privacy Mode keeps audio, transcripts, and meeting notes on your computer, with offline transcription and no cloud processing. Try it free for 7 days. No credit card required.",2026-07-03T07:01:00.000Z
9,Pixel Machha,Photos from Camera to your Guests in lightening speed !,0,4,https://www.producthunt.com/products/pixel-machha?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/NNJJK6ZGJFW3UF?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Photography, Live Events, Social media marketing","Pixel Machha gives event photographers and social media a professional platform — FTP camera uploads, AI face recognition, branded guest albums, Social Media specific editing and exporting, and live slideshows. All in one place.",2026-07-03T07:01:00.000Z
10,Aura Matter,"Create jewelry with AI, explore it in 3D, then make it real",0,1,https://www.producthunt.com/products/aura-matter?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/5OEA7OYCP6JBFQ?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Wearables, Artificial Intelligence, 3D Modeling","Aura Matter turns a spark of imagination into jewelry you can actually wear. Describe an idea, mood, or story, and our AI generates original jewelry concepts for you to explore in interactive 3D. Refine the details, choose your material, and order a physical piece made just for you. Most AI design tools stop at a beautiful image. Aura Matter connects AI creation to real production, turning digital ideas into tangible, made-to-order jewelry.",2026-07-03T07:01:00.000Z
